Kode,nama_produk,product_type,is_rtl,is_main_output,is_by_product,is_packaging,n_input,n_output
R103345,RTL Tulang Rangu Sapi 500 gr,FINISHED_PRODUCT,True,True,False,False,0,14
R103352,RTL Black Angus 1953 Sirloin Steak 250 gr,FINISHED_PRODUCT,True,True,False,False,0,3
R103353,RTL Black Angus 1953 Sirloin Steak 230 gr,FINISHED_PRODUCT,True,True,False,False,0,3
R103354,RTL Black Angus 1953 Flank Steak 500 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R103355,RTL Black Angus 1953 Flank Steak 550 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R103357,RTL Hati Sapi 250 gr,FINISHED_PRODUCT,True,True,False,False,0,5
R103358,RTL Black Angus 1953 Flank Steak 600 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R103359,RTL Black Angus 1953 Flank Steak 650 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R103360,RTL Black Angus 1953 Flank Steak 700 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R103361,RTL Black Angus 1953 Flank Steak 750 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R103365,RTL Black Angus 1953 Flank Steak 800 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R103369,RTL CST Iga Gondrong OSV 250 gr,FINISHED_PRODUCT,True,True,False,False,0,16
R103388,RTL CST Daging Sop Potong Astro 250 gr,FINISHED_PRODUCT,True,True,False,False,2,11
R103432,RTL Black Angus 1953 Sirloin Steak 180 gr,FINISHED_PRODUCT,True,True,False,False,0,3
R103441,RTL CST Neckbone WT John Dee,FINISHED_PRODUCT,True,True,False,False,0,32
R103444,RTL Black Angus 1953 Tenderloin Steak 180 gr,FINISHED_PRODUCT,True,True,False,False,0,2
R103445,RTL Black Angus 1953 Tenderloin Steak 200 gr,FINISHED_PRODUCT,True,True,False,False,0,2
R103591,RTL CST Daging Giling PF 250 gr,FINISHED_PRODUCT,True,True,False,False,0,4
R103602,Ikan Teri Nasi,FINISHED_PRODUCT,True,True,False,False,1,0
R103677,Sirloin Prime Aged Whole,FINISHED_PRODUCT,True,True,False,False,0,1
R103701,RTLP Kentang Hungritos Shoestring 1 kg,FINISHED_PRODUCT,True,True,False,False,0,10
R103739,RTL CST Daging Sop Potong Sg 500 gr,FINISHED_PRODUCT,True,True,False,False,2,11
R103740,RTL CST Daging Giling Regular Sg 500 gr,FINISHED_PRODUCT,True,True,False,False,0,7
R103742,RTL CST Daging Giling Spesial Sg 250 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R103745,RTL CST Daging Giling Regular Sg 250 gr,FINISHED_PRODUCT,True,True,False,False,0,6
R103845,RTL Boneless Paha Ayam Kulit 500 gr,FINISHED_PRODUCT,True,True,False,False,1,0
R103849,RTL Daging Has Dalam Utuh Tenderloin 1000 gr,FINISHED_PRODUCT,True,True,False,False,0,22
R103850,RTL Daging Has Dalam Utuh Tenderloin 500 gr,FINISHED_PRODUCT,True,True,False,False,8,15
R103860,RTL Tetelan 500 gr,FINISHED_PRODUCT,True,True,False,False,0,3
R103972,RTL CST Daging Giling Import Astro 250 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R103983,RTL CST Daging Giling Bangor 4000 gr,FINISHED_PRODUCT,True,True,False,False,1,1
R103995,RTL Yakiniku Karubi 250 gr,FINISHED_PRODUCT,True,True,False,False,0,7
R103996,RTL Yakiniku Regular 250 gr,FINISHED_PRODUCT,True,True,False,False,0,11
R103997,RTL Short Rib Galbi Regular 250 gr,FINISHED_PRODUCT,True,True,False,False,0,6
R103998,RTL Short Rib Galbi Regular 500 gr,FINISHED_PRODUCT,True,True,False,False,0,6
R104050,RTL CST Rendang Potong Astro 250 gr,FINISHED_PRODUCT,True,True,False,False,4,13
R10945,RTLP Anchor Butter Minidis Unsalted 7 gr,FINISHED_PRODUCT,True,True,False,False,2,0
R11025,RTLP Anchor Butter Minidis Salted 7 gr,FINISHED_PRODUCT,True,True,False,False,2,0
RAW0500,RTL CST Resto GPU Oxtail Lokal Premium,FINISHED_PRODUCT,True,True,False,False,0,2
RAW0501,RTL CST Resto GPU Lidah Utuh,FINISHED_PRODUCT,True,True,False,False,0,1
RAW0502,RTL CST Resto GPU Slice US Shortplate,FINISHED_PRODUCT,True,True,False,False,0,1
RAW0503,RTL CST Resto GPU Ribeye Steak AUS,FINISHED_PRODUCT,True,True,False,False,0,1
RAW0504,RTL CST Resto GPU Sirloin Steak AUS,FINISHED_PRODUCT,True,True,False,False,0,1
